;WS_150;WD_150
2012-02-28;11.84435390905861;293.4734273235832
2012-02-29;9.290331452248301;272.97515512702074
2012-03-01;11.679493620319946;288.3279106219373
2012-03-02;8.218622616260769;66.53515888378361
2012-03-03;15.271472554371265;135.3497803469617
2012-03-04;9.53952162145052;153.98026883417006
2012-03-05;9.339982696206372;101.27634631326777
2012-03-06;10.387628810513512;158.1164281730149
2012-03-07;15.445012821031185;216.49405244783733
2012-03-08;10.057333417008069;278.95684736068057
2012-03-09;14.662965223483011;248.87841721901583
2012-03-10;13.541295202797142;292.6425264538477
2012-03-11;15.042964442275307;305.8296136470398
2012-03-12;15.295211218996792;314.88220298447027
2012-03-13;13.148691399926486;311.0871846916749
2012-03-14;9.00444129444663;295.27260903993584
2012-03-15;9.379696584366647;223.77041872968488
2012-03-16;8.606399121997221;232.69501294666546
2012-03-17;8.88362751776286;245.53839084405115
2012-03-18;9.359189789479695;349.70767555933696
2012-03-19;12.338664064397156;274.36506877838326
2012-03-20;14.378740243586295;274.3665699282735
2012-03-21;10.192444167694765;290.9221281317815
2012-03-22;7.381066626290392;310.2466342745422
2012-03-23;7.910451177180782;337.3905460797875
2012-03-24;9.926124827068218;341.5253308165122
2012-03-25;11.889272829956118;335.3505202472236
2012-03-26;10.98847968963095;321.74167308845944
2012-03-27;14.941321759947598;328.76531959173076
2012-03-28;15.210680000954396;308.6949247849161
2012-03-29;17.57570231982812;316.0337397091457
2012-03-30;18.133976048796608;314.33370534905583
2012-03-31;15.798381147515366;338.2092883758865
2012-04-01;15.019134966331888;310.33656594914856
2012-04-02;8.719836309548908;328.4111569353628
2012-04-03;7.346014363349764;48.76407884218813
2012-04-04;9.741454019029243;42.8724653815589
2012-04-05;7.568456208656632;280.98264351083674
2012-04-06;11.219946219796617;316.5705767119766
2012-04-07;7.362849182418863;2.795516405550643
2012-04-08;8.755396042142845;242.34837836178002
2012-04-09;11.768383965211134;213.84578946346002
2012-04-10;15.375243408323634;206.01979804693644
2012-04-11;6.896909972204928;220.0899287099652
2012-04-12;3.236755033727839;268.831213875567
2012-04-13;3.86075283206594;215.56582194223228
2012-04-14;5.542333095390911;347.7507644378868
2012-04-15;11.062423076478892;328.0592943863884
2012-04-16;11.575910329456974;310.84053294256285
2012-04-17;12.01041162653378;197.20879869540366
2012-04-18;10.83839148123743;155.44676463596028
2012-04-19;13.075807113375363;117.32341046767922
2012-04-20;11.540807692340385;107.12053757985272
2012-04-21;5.044657852230603;139.2676292932813
2012-04-22;5.747859323764388;175.2952759322569
2012-04-23;6.890066084892741;161.69096886832298
2012-04-24;8.871185829983164;90.00539483065079
2012-04-25;7.027071858750577;154.00406280355438
2012-04-26;13.843034329372022;194.10173337251356
2012-04-27;10.57172228961741;263.428098532849
2012-04-28;8.900958980289802;11.78295293946195
2012-04-29;13.782041002361858;62.21544743381246
2012-04-30;5.5928401550520634;46.87039386979194
2012-05-01;11.409216218700527;65.82931326083494
2012-05-02;8.894115188893288;21.718243954888436
2012-05-03;7.893787483434057;351.0798255552287
2012-05-04;10.262344209037371;328.6415750335931
2012-05-05;9.929419197330342;313.4439220039926
2012-05-06;5.433769144045428;305.3988660074224
2012-05-07;4.373679237409778;228.83512456723346
2012-05-08;12.314232076705785;173.21053216148223
2012-05-09;4.929746909783657;230.30954837447695
2012-05-10;13.677737947766623;202.8116479623894
2012-05-11;13.62597854983983;273.98165487149294
2012-05-12;15.825465423444191;308.98338521242067
2012-05-13;14.76007547992723;231.04692676625538
2012-05-14;12.77440201318518;224.57437075459322
2012-05-15;8.105274539477946;24.480752116914005
2012-05-16;17.36385642587544;308.84391277085683
2012-05-17;10.560131535667491;290.4612932919715
2012-05-18;6.781303597385974;45.55681196533487
2012-05-19;5.65470200155966;164.91238997106186
2012-05-20;5.885747867621639;70.31146272866391
2012-05-21;12.13841924196425;58.67628834519658
2012-05-22;12.927899853706274;71.55605295108914
2012-05-23;11.088052701786411;96.2297905297394
2012-05-24;8.737273364233411;113.57612785848033
2012-05-25;12.917347163391442;11.416259276193642
2012-05-26;4.6144472059434465;310.930652436875
2012-05-27;5.3539528644299565;54.40962761666849
2012-05-28;9.42412527431807;318.75257827710595
2012-05-29;8.807546439510471;332.9738114361528
2012-05-30;9.237023653840295;311.3387697311432
2012-05-31;9.225386197482768;311.0414775246867
2012-06-01;14.134543676879908;319.2247862661301
2012-06-02;11.477384525687;318.02694138571536
2012-06-03;12.276477595121714;314.035821912973
2012-06-04;14.26480975666533;316.8680849248195
2012-06-05;9.482191910995528;272.6202519654653
2012-06-06;9.852943638404001;145.54585472416102
2012-06-07;9.622719232908898;119.95766740352764
2012-06-08;10.646573115093185;172.80854633610062
2012-06-09;10.16736751023081;204.02791454233272
2012-06-10;7.872027410892726;303.18261713449454
2012-06-11;5.148987114279621;312.56650653915153
2012-06-12;5.59566404351722;287.0807149587124
2012-06-13;9.889581014102221;291.0633743153179
2012-06-14;7.730823266711446;306.2279476219994
2012-06-15;8.148260754171757;159.41229245731316
2012-06-16;10.622069843827859;206.71755636271158
2012-06-17;12.321267798031732;229.57444219054474
2012-06-18;4.371893736927752;270.9354976871914
2012-06-19;6.107236693535925;224.86899106597124
2012-06-20;3.8929787455486036;19.06577012118717
2012-06-21;10.805939337147644;99.66416043300072
2012-06-22;13.034492223754802;170.2683024366171
2012-06-23;16.509989345934894;217.71288591152012
2012-06-24;7.775829235913647;253.85956911095474
2012-06-25;12.831156750281878;313.97264732200745
2012-06-26;12.984828218861773;307.822140377877
2012-06-27;5.185871740475106;307.96028546490186
2012-06-28;6.973265534836368;166.2897954034179
2012-06-29;13.435405018390249;204.02380573237429
2012-06-30;12.194342216511986;209.07688458337145
2012-07-01;11.385223742602456;221.1414540525407
2012-07-02;10.043825109760881;213.22548316892994
2012-07-03;8.908567902253067;154.7168359465444
2012-07-04;9.344504442692958;134.9240548093988
2012-07-05;10.353704645125733;98.06196229631539
2012-07-06;8.767332127574106;82.21129271449476
2012-07-07;4.92844770239186;203.4022518365419
2012-07-08;6.853430887871837;94.68233167249073
2012-07-09;7.02185789321343;355.64837996465116
2012-07-10;8.367872344083457;272.5612630930231
2012-07-11;2.50731551829831;261.78814125342694
2012-07-12;8.640194238533732;276.43936940526277
2012-07-13;6.264693373099866;277.41877206867605
2012-07-14;8.169307234455372;335.1447204243515
2012-07-15;10.063316528070208;278.062522362769
2012-07-16;9.694654966491475;273.4729633196945
2012-07-17;10.790857657689747;293.4953558526856
2012-07-18;7.260238045226323;235.90752868864
2012-07-19;7.891466319379009;293.255994929297
2012-07-20;13.372734842094543;318.9629830643512
2012-07-21;10.903459466801847;311.80592415167513
2012-07-22;11.978983558297756;233.31900438612598
2012-07-23;15.251914630908528;223.46211701494866
2012-07-24;8.344321438426574;228.04039080672885
2012-07-25;6.828921413037018;352.6551009342569
2012-07-26;7.730603558361962;330.8924372435771
2012-07-27;4.419258131049097;161.28533845540198
2012-07-28;7.263022461525335;280.93183901278695
2012-07-29;6.711625020017493;208.24107252251036
2012-07-30;6.361138216489397;218.79190519898532
2012-07-31;7.407830132434783;256.6022221864406
2012-08-01;7.451364847124129;168.4827665690156
2012-08-02;7.888223489671545;217.09400942810737
2012-08-03;5.5791225783038145;221.9529346714575
2012-08-04;4.570254130089789;213.88947713191158
2012-08-05;4.420002281084553;186.75144137483505
2012-08-06;6.210604963689115;257.25501617682767
2012-08-07;11.158570711507126;300.94999242490024
2012-08-08;10.67795073997838;311.5265649543609
2012-08-09;10.082847175969315;320.9197801207821
2012-08-10;9.531855468548084;332.16485936773387
2012-08-11;3.7316264214401613;20.754154174254182
2012-08-12;6.383314572939333;102.55597453190964
2012-08-13;11.274561896225856;120.88430831042581
2012-08-14;11.743982764170068;116.0988200353338
2012-08-15;11.391478110431402;110.93500200110996
2012-08-16;8.490207326117359;201.1629764712433
2012-08-17;10.32185292025367;179.46059858974863
2012-08-18;11.118524356503114;215.8729056917436
2012-08-19;5.194313116074844;341.10476807486225
2012-08-20;6.685501201051591;307.6532670124155
2012-08-21;5.423960389015015;228.365825666307
2012-08-22;12.087584028166331;256.6134419021056
2012-08-23;10.130786989374156;271.49112340001756
2012-08-24;4.537964574775649;228.2402441519299
2012-08-25;4.068777462253532;172.0198162432347
2012-08-26;11.702495362371332;339.3632646500163
2012-08-27;9.666796434413586;216.13163475166544
2012-08-28;11.975224123420723;220.39542744349018
2012-08-29;11.176553064539242;183.12569105567468
2012-08-30;8.92901003533945;282.8810505450627
2012-08-31;14.103513344227443;334.2418983383233
2012-09-01;9.741768267543353;243.8525588048778
2012-09-02;8.261333099444391;277.2044545269701
2012-09-03;7.57516426654808;264.7894657278176
2012-09-04;11.114461363441135;270.01031224774556
2012-09-05;13.762720054815196;309.717530556318
2012-09-06;14.182930940344596;273.1747879354392
2012-09-07;9.823988222964969;293.7568243494597
2012-09-08;7.3141774399207735;269.58844564730396
2012-09-09;10.921928369127876;185.63714353390432
2012-09-10;12.718209386899376;219.3134763478656
2012-09-11;12.724631985556025;254.17195041113266
2012-09-12;10.350090848079502;283.40205797486607
2012-09-13;11.607379430288645;265.44536597454794
2012-09-14;16.736915974047868;276.2576613639068
2012-09-15;11.92462744500044;270.72045157575985
2012-09-16;12.258627847235298;232.00498716057302
2012-09-17;12.549870995804442;244.48150073312638
2012-09-18;12.344549052709516;259.96453033935387
2012-09-19;13.6445533329952;293.6222263669854
2012-09-20;6.468882896492513;278.5915386662112
2012-09-21;10.624637280963615;27.73628917122832
2012-09-22;10.296048535220681;333.36015897650736
2012-09-23;6.413914561610139;355.89530114243297
2012-09-24;19.82486283475882;101.79285446340471
2012-09-25;9.684170897543725;171.1281051704629
2012-09-26;8.224418749878808;176.06994695486918
2012-09-27;7.7751302265498765;303.9535450960739
2012-09-28;11.044599249024602;242.67138952796276
2012-09-29;14.390454739837622;264.17260021556024
2012-09-30;15.166547338289277;238.79141840651334
2012-10-01;9.638004218680683;226.21807481594004
2012-10-02;12.710629913150063;220.56735456351151
2012-10-03;14.256813175969016;224.30357302690007
2012-10-04;8.841531511471967;267.3077258590662
2012-10-05;7.590513280003125;248.52094886281293
2012-10-06;9.478170854648981;297.3993001819612
2012-10-07;16.712395282670915;307.8972999441793
2012-10-08;14.080224625621002;286.9330377720963
2012-10-09;15.485403245205177;320.0485044929402
2012-10-10;10.455568855941685;310.8412042339163
2012-10-11;5.313415937617016;170.71406640984821
2012-10-12;15.980807151476336;114.91120409803278
2012-10-13;9.159247644433846;88.10807825832018
2012-10-14;10.968013272288148;77.02041708198219
2012-10-15;8.636188884461758;198.9095417969247
2012-10-16;14.444462893236016;202.92369359723025
2012-10-17;14.123579729858244;216.55533363035076
2012-10-18;9.611750374545943;209.1160855267072
2012-10-19;5.763111160861189;162.07967205496098
2012-10-20;8.64359407461174;239.52869108706864
2012-10-21;4.9334596911263064;18.131017272215416
2012-10-22;10.019314137206186;83.68746483279821
2012-10-23;7.0563394006556335;81.83289304062515
2012-10-24;7.760031735302763;330.2852808890102
2012-10-25;15.234772479964844;330.5091303277195
2012-10-26;11.444944892011224;325.5867081492013
2012-10-27;9.36520968751193;2.5517325696147566
2012-10-28;9.664440495816704;223.831553611176
2012-10-29;10.997544223821395;284.58296335012767
2012-10-30;8.948267531782669;254.82658901724056
2012-10-31;16.685130254722004;201.87884757971673
2012-11-01;15.095627053840117;176.06646573290988
2012-11-02;10.71030190878576;224.52284616172477
2012-11-03;7.773959079704127;233.52905806003739
2012-11-04;5.4428362866526205;261.7379054475876
2012-11-05;7.84466122706753;13.846129008126667
2012-11-06;13.98776505840412;294.20302802588435
2012-11-07;15.20894550070684;277.44821476779333
2012-11-08;12.013169263860503;283.1058067044105
2012-11-09;12.451231331173782;224.73235865072687
2012-11-10;11.726276687261025;198.24404479883572
2012-11-11;10.833977613830408;274.69969230893537
2012-11-12;8.081821236832125;256.10908016067697
2012-11-13;12.11497683133044;211.39447787773386
2012-11-14;13.665601579885575;235.35058644039208
2012-11-15;7.386222594026474;249.1888169777725
2012-11-16;10.40624367311732;194.76972981220348
2012-11-17;11.539551416937536;204.138477693806
2012-11-18;9.821595910952365;258.2113316104119
2012-11-19;15.271789066627514;200.83032137120728
2012-11-20;15.611700741544203;197.31093602814352
2012-11-21;12.05245821115844;173.9251059569593
2012-11-22;15.182132789634755;215.24051272801415
2012-11-23;13.495538309219276;221.42733803715325
2012-11-24;7.076436067795066;207.31948343385727
2012-11-25;15.236256320286293;113.12413035649736
2012-11-26;9.20517138334277;41.116755947728706
2012-11-27;12.024473328137276;25.421047050765424
2012-11-28;10.626327027570786;32.12340936527835
2012-11-29;9.704996984119708;30.742723692398442
2012-11-30;4.0211270092803435;76.04970396246992
2012-12-01;7.0503050092592225;88.04486720499771
2012-12-02;8.282592652470461;120.28466521098736
2012-12-03;6.166134385715826;181.38347344085923
2012-12-04;12.615208309260545;34.047218386947094
2012-12-05;9.590217493166028;31.46132829785884
2012-12-06;9.455719604372355;265.37200385630774
2012-12-07;10.373218220369415;123.70530204053239
2012-12-08;6.681662668165319;140.67047476022077
2012-12-09;12.054101973480298;328.7522109027349
2012-12-10;13.823391463024862;49.44436656676763
2012-12-11;5.249764027469238;4.668102848733383
2012-12-12;4.662976156117728;162.5044965658301
2012-12-13;12.713371718115669;150.74273739740167
2012-12-14;19.52296663281381;119.40487146108605
2012-12-15;15.646637448907732;196.92588662770606
2012-12-16;7.869473594603863;167.26219291020288
2012-12-17;7.510383437676239;132.7092745782824
2012-12-18;10.072493483243795;80.77697247188314
2012-12-19;8.190230118824793;100.3237460720032
2012-12-20;15.825978055935868;116.14241116519167
2012-12-21;16.813259724036133;103.60091387359309
2012-12-22;17.987274690033527;108.38778501038107
2012-12-23;19.224957340247112;169.98497237077558
2012-12-24;12.756621525312953;225.88290455723993
2012-12-25;8.779231970428581;229.7836009527656
2012-12-26;11.359514584707094;270.1354212321594
2012-12-27;10.133136891919623;3.5138189837526568
2012-12-28;13.819164024255732;204.20762742141468
2012-12-29;19.78485232519472;211.68947528601507
2012-12-30;16.487815092943098;237.05057955503358
2012-12-31;19.739746038087308;237.14044293631235
2013-01-01;11.674732741052024;265.3028810841833
2013-01-02;12.320940690685475;280.5771001123974
2013-01-03;16.444483810564;290.9936035013261
2013-01-04;16.574529738527758;292.15215971573997
2013-01-05;9.650352839625924;294.5109122317386
2013-01-06;10.827048483199443;318.05199877450735
2013-01-07;6.334250767745054;222.8430733665034
2013-01-08;5.543876877708585;236.36174906171254
2013-01-09;9.711764371154823;313.66285012969036
2013-01-10;10.208117697800454;48.33167130457463
2013-01-11;8.17349656963354;52.75361486450127
2013-01-12;6.824211701174543;89.35920635889333
2013-01-13;6.9877822353706085;108.99975678470504
2013-01-14;9.185719933076177;123.59902950860726
2013-01-15;7.067527059998156;57.95816256123271
2013-01-16;4.2486603029820085;90.6805041635599
2013-01-17;6.638418902722406;94.43621847507205
2013-01-18;11.930429647525564;107.87235917674464
2013-01-19;10.926642593703841;88.91472219246295
2013-01-20;11.972438720752693;83.55158780751847
2013-01-21;18.246116143510697;94.01396841474515
2013-01-22;12.14249599701669;100.03046159536244
2013-01-23;5.1423416969888365;82.56766105269469
2013-01-24;4.853740537582628;77.39278488078044
2013-01-25;10.464117111575815;191.34165763411437
2013-01-26;12.800949630163819;214.3748006930965
2013-01-27;17.55993767995902;208.87057551147726
2013-01-28;16.455226716784953;224.24532861566524
2013-01-29;16.332828161314783;241.69259640348437
2013-01-30;20.505885137992326;251.24683254014593
2013-01-31;12.659765484735644;282.915856512798
2013-02-01;6.806183184619614;297.31636085055675
2013-02-02;16.68724330518885;338.2239871893694
2013-02-03;13.864160633791409;283.582627280535
2013-02-04;18.1413937380462;270.19999443994067
2013-02-05;10.927766598406288;283.4903236463767
2013-02-06;11.756289738625043;349.13667943927214
2013-02-07;6.391893053354479;39.98218938379344
2013-02-08;7.505159150070276;37.30244436954251
2013-02-09;4.210275533172321;94.16409836341792
2013-02-10;9.543425307804828;129.77005279814384
2013-02-11;12.491717957987655;109.32760684094636
2013-02-12;8.11412310761814;68.05261276396725
2013-02-13;7.2902960211103;131.81550669108424
2013-02-14;16.477870049278017;156.00425447436675
2013-02-15;6.551275590781305;132.38066011098704
2013-02-16;3.516928901031516;130.32813994328743
2013-02-17;5.587950575452239;216.70234453018128
2013-02-18;9.884964677703916;279.4073722343011
2013-02-19;11.089551298581895;67.13702916441632
2013-02-20;8.95133885722385;76.06440896626361
2013-02-21;6.764851038131284;56.6529700861653
2013-02-22;5.362189621105924;65.43266326644691
2013-02-23;9.029121398047169;69.8576219209537
2013-02-24;11.853251778453838;56.27550449351888
2013-02-25;10.848578861752118;61.29632303903729
2013-02-26;6.55346875555943;20.99936740857811
2013-02-27;13.795862190844886;343.55605908626774
2013-02-28;14.437931208874616;329.2821146300989
2013-03-01;12.852473165023241;347.38866177653193
2013-03-02;13.782578216921415;301.01915994593384
2013-03-03;10.336062171481206;318.45784615788676
2013-03-04;6.848210811008527;205.522642348767
2013-03-05;6.976880751064493;193.8887801225591
2013-03-06;7.499963761218151;109.36315792358744
2013-03-07;16.568659480799095;93.94509278987988
2013-03-08;16.93342117073993;89.57056696388402
2013-03-09;15.318883899642216;83.61958011872403
2013-03-10;15.202017116012955;71.62230383749092
2013-03-11;10.627805350528485;53.213559958197266
2013-03-12;7.002420384165941;324.70677026454126
2013-03-13;8.10294371954424;23.55094837739125
2013-03-14;5.165012499754152;268.7466770473684
2013-03-15;16.182576790794737;181.5440002564578
2013-03-16;16.044335241860267;162.6502851485474
2013-03-17;17.361949936994346;127.65847408925805
2013-03-18;20.437807478690583;95.6510710234341
2013-03-19;13.199379878531962;82.03743064973611
2013-03-20;11.00327940452244;76.07229333706904
2013-03-21;10.304040779156042;81.74851338402829
2013-03-22;14.613875679085796;96.34730682455077
2013-03-23;15.597451652312172;99.91009287102892
2013-03-24;12.518564949641037;90.3033892608774
2013-03-25;10.738622589295481;87.59769802581769
2013-03-26;8.31971935703577;77.75591470385365
2013-03-27;6.422368532197914;103.0228523334995
2013-03-28;8.17339551310639;76.27785061293926
2013-03-29;8.629504426133115;58.33297191150038
2013-03-30;9.233010815404379;44.84500262556284
2013-03-31;6.033899393576729;31.977036915943728
2013-04-01;5.7840549103140795;15.600012831494382
2013-04-02;7.395992332422433;50.35598190581973
2013-04-03;7.750559913667124;75.01918023098425
2013-04-04;7.560544550588118;49.24861864442076
2013-04-05;8.475818811915088;41.00062782229597
2013-04-06;8.813971294052118;308.07285968386134
2013-04-07;9.53402841901881;306.71635018487916
2013-04-08;4.857193888550259;57.42139849874553
2013-04-09;12.970602367469018;97.85010915305206
2013-04-10;12.933783640911885;86.42776585803142
2013-04-11;5.728735518757664;118.18421409420088
2013-04-12;5.4179411685726455;90.78485984472938
2013-04-13;4.983911777079784;222.39754249983577
2013-04-14;18.567845449310177;179.69948144189155
2013-04-15;13.271747727901397;220.04808655553634
2013-04-16;14.916338524875044;210.64898686644463
2013-04-17;14.960886154779246;211.65909306539174
2013-04-18;20.293831054775158;226.48927444348948
2013-04-19;14.797335127939759;305.66031569513257
2013-04-20;6.49041646487591;273.555702039684
2013-04-21;6.912052591228012;177.8760551831287
2013-04-22;12.57143687466357;220.72911592685898
2013-04-23;12.726656087211053;267.5452476803205
2013-04-24;11.901505958361561;269.01173692570757
2013-04-25;7.997850317419668;250.28751668593503
2013-04-26;4.676217974625282;302.9029694207517
2013-04-27;8.312360508819692;312.8496395809974
2013-04-28;14.409773089735788;222.2997740126497
2013-04-29;14.150584679964426;243.66814352596452
2013-04-30;11.37314347648712;295.9511091561661
2013-05-01;7.927643966028891;229.39172983249827
2013-05-02;5.445975258166441;40.39257017280357
2013-05-03;10.977524408911497;200.85881143744223
2013-05-04;12.238952383530673;234.14578772201634
2013-05-05;9.910628048697777;229.71987938975323
2013-05-06;7.347778640363948;202.33304586783765
2013-05-07;5.842243008722551;101.51235540735166
2013-05-08;10.275097811904255;144.87973586026672
2013-05-09;9.645219279431887;207.27648457121813
2013-05-10;14.627605861943087;205.05141903676628
2013-05-11;9.538603993592803;203.3133390041887
2013-05-12;7.496271196040209;225.15474581380118
2013-05-13;11.012757862766493;224.41303623335844
2013-05-14;9.762097217806616;199.95975790197878
2013-05-15;12.590965623590685;163.21283325697658
2013-05-16;7.829032412638122;84.1124433403875
2013-05-17;9.999716095565566;102.75186996876745
2013-05-18;8.628074393604244;118.88625676430902
2013-05-19;8.105477382082476;33.898742680796005
2013-05-20;5.21413826357326;23.805333980749737
2013-05-21;11.699480286073817;346.78936069381547
2013-05-22;18.746966725656023;315.42166600026326
2013-05-23;13.502727488644325;216.7648961355064
2013-05-24;9.692251460914873;41.09178884286581
2013-05-25;12.05156040443466;350.269091936531
2013-05-26;12.744417043358245;348.7158769481092
2013-05-27;4.3216186501615;281.2017689605815
2013-05-28;6.49507601840708;75.21751667248871
2013-05-29;11.06071495822823;66.07550111849305
2013-05-30;9.583767400057082;53.166802134569096
2013-05-31;12.317894087737924;343.1985997657833
2013-06-01;15.294247815204777;324.31879341328704
2013-06-02;14.832196184709261;314.54037193539114
2013-06-03;15.648157031797297;337.88487182659367
2013-06-04;8.500708180535295;0.346344755819473
2013-06-05;7.61066652262438;263.7852272539527
2013-06-06;4.227899163717368;285.9332792843014
2013-06-07;6.58683957317303;321.2573558159241
2013-06-08;10.817184393141744;319.63068239682434
2013-06-09;9.785328535664283;330.02821488166546
2013-06-10;4.273323561858313;312.092777308645
2013-06-11;5.219887596276243;238.23638302836696
2013-06-12;12.659617585136244;184.24643875907626
2013-06-13;12.126079738941725;223.22841262956942
2013-06-14;10.622259205124415;246.79701894800877
2013-06-15;12.778941106658023;195.20181177950965
2013-06-16;11.141386856949788;261.12882518310715
2013-06-17;4.170756654860665;324.3570424697225
2013-06-18;4.670140094372155;68.2979263369562
2013-06-19;6.75264427149166;211.45408445883714
2013-06-20;5.561425561807905;26.033156949394538
2013-06-21;8.144816036471083;37.172749540384075
2013-06-22;11.804788722188187;210.99053171103574
2013-06-23;9.631961717016893;200.79404940781973
2013-06-24;8.528979473625062;258.81220250473064
2013-06-25;11.40970090389085;311.22305660310656
2013-06-26;15.698549953381486;316.14981856916546
2013-06-27;10.942313823291533;328.84969427357044
2013-06-28;7.298593300013924;66.24154669299622
2013-06-29;13.208257453428523;304.43487056419826
2013-06-30;8.538749934250335;259.27250050856696
2013-07-01;8.798535186981885;253.6387735445511
2013-07-02;8.015211344963562;217.96584453481697
2013-07-03;7.977391434919266;191.4779982217555
2013-07-04;8.852119884060821;226.58240181244835
2013-07-05;9.217518111375346;282.2987965984853
2013-07-06;5.0610002906312275;240.4808381261445
2013-07-07;7.845684750163845;282.2862820965855
2013-07-08;10.97721364351351;335.5752016616272
2013-07-09;11.243320197920248;318.9363856553516
2013-07-10;14.461152206270066;338.3133040040601
2013-07-11;10.7630048382222;334.96239548940713
2013-07-12;7.910455762476083;335.37610728104625
2013-07-13;9.528524113759596;314.21720018033193
2013-07-14;10.226011050662978;306.1598564076997
2013-07-15;8.829566703346932;272.7641253397686
2013-07-16;7.108932817499842;282.62654740052756
2013-07-17;7.953397164306882;294.57098715122635
2013-07-18;9.534203647667075;303.64838159614925
2013-07-19;14.009547800399732;324.6068756235805
2013-07-20;8.827551076355519;332.06367869637666
2013-07-21;4.4693287636034515;280.3741287148662
2013-07-22;2.452010110081026;305.2468864648098
2013-07-23;5.96344448400853;92.0802426490097
2013-07-24;8.703973958754046;100.09982125370695
2013-07-25;3.2549980561213125;154.70840443719487
2013-07-26;5.4402770797762985;158.6888669179529
2013-07-27;3.6107149273892887;346.4156426151495
2013-07-28;11.74179438866122;180.77136495518835
2013-07-29;9.779171700589432;197.05941919929018
2013-07-30;8.289934704603183;240.9905679103669
2013-07-31;6.528311635164936;263.021256484298
2013-08-01;6.692777268277755;180.99266740692008
2013-08-02;10.804378612583376;157.5501266735982
2013-08-03;10.975608481200672;215.57606995458477
2013-08-04;9.299021661187615;205.7322116812487
2013-08-05;9.379833424097564;173.3783060656435
2013-08-06;9.530090293817409;270.64872358847566
2013-08-07;6.752681243293694;327.9881237445235
2013-08-08;10.624131538425138;322.9841850519439
2013-08-09;6.073548213361124;227.21195585970625
2013-08-10;7.289811069871515;298.1582959035675
2013-08-11;9.014446449793018;268.25047758429815
2013-08-12;9.223889410854449;276.2492021868619
2013-08-13;13.646421858701304;311.1309169737351
2013-08-14;9.587236869366627;298.6466319161884
2013-08-15;10.043427070034562;213.43366210329867
2013-08-16;10.770016768853274;233.10204309367631
2013-08-17;9.498261873063298;208.9635601343767
2013-08-18;12.976999452141046;244.34476978917596
2013-08-19;6.74877951630857;274.86918982456615
2013-08-20;6.952028999954511;263.57113742311054
2013-08-21;8.021871287135097;230.46309280090838
2013-08-22;2.295427699085169;119.38184465670147
2013-08-23;8.653482679564528;129.00310212218886
2013-08-24;12.930470525122987;114.06912390739082
2013-08-25;9.44792090973145;91.28220788406146
2013-08-26;5.562267236558465;98.44094168368358
2013-08-27;3.7471316635686747;130.38273586197926
2013-08-28;5.1173992508118475;310.68958968459583
2013-08-29;9.357264627006865;248.05413147099296
